SECURITY_DES,BB_COMPOSITE,PX_LAST,CPN,LONG_COMP_NAME,MATURITY,CRNCY,CV_PCT_PREMIUM,DELTA,YIELD(YIELD_TYPE=YTM),CNTRY_OF_RISK,AMT_OUTSTANDING,CONVERTIBLE,SRCH_ASSET_CLASS,ID,ID_ISIN,SECURITY_TYP,"CLASSIFICATION_NAME(BICS,2)",PAYMENT_RANK,YIELD(YIELD_TYPE=YTW),CV_COMMON_TICKER_EXCH,CV_CNVS_PX,CV_CNVS_RATIO,PARITY,AMT_OUTSTANDING_USD,DATA_SOURCE,CAST_PARENT_EQUITY_TICKER
Bond_86,D,91.83,1.06,Issuer_A,2025-06-08,EUR,78.7,0.21,4.15,DE,313870000.0,Y,Corporates,XS0000000868 Corp,XS0000000868,Convertible,Retail & Wholesale - Staples,Sr Non Preferred,3.956,DEMO86 US Equity,133.3578,7.498624002495542,51.38780078343593,345257000.0,SYNTHETIC DEMO - not market data,DEMO86 US Equity
Bond_87,B,105.49,3.94,Issuer_A,2029-03-05,GBP,79.85,0.11,4.33,DE,56690000.0,Y,Corporates,XS0000000876 Corp,XS0000000876,Convertible,Retail & Whsle - Discretionary,Sr Preferred,4.223,DEMO87 US Equity,158.6083,6.3048402889382205,58.654434250764524,73697000.0,SYNTHETIC DEMO - not market data,DEMO87 US Equity
Bond_88,B,90.32,1.33,Issuer_B,2031-09-04,USD,47.62,0.78,2.57,US,253400000.0,Y,Corporates,XS0000000884 Corp,XS0000000884,Convertible,Software & Tech Services,Sr Subordinated,2.114,DEMO88 US Equity,172.7005,5.790371191745247,61.184121392765206,253400000.0,SYNTHETIC DEMO - not market data,DEMO88 US Equity
Bond_89,AAA,104.54,4.54,Issuer_C,2032-11-01,USD,99.86,0.85,2.13,US,270620000.0,Y,Corporates,XS0000000892 Corp,XS0000000892,Convertible,Supranationals,1st lien,1.411,DEMO89 US Equity,130.2774,7.675928441924693,52.30661463024117,270620000.0,SYNTHETIC DEMO - not market data,DEMO89 US Equity
Bond_90,AA,107.99,1.61,Issuer_B,2026-03-09,GBP,,,1.9,GB,254170000.0,N,Corporates,XS0000000900 Corp,XS0000000900,Bond,Tech Hardware & Semiconductors,2nd lien,1.641,,,,,330421000.0,SYNTHETIC DEMO - not market data,DEMO90 US Equity
Bond_91,AA,105.86,0.57,Issuer_B,2031-08-08,JPY,,,1.69,JP,229430000.0,N,Governments,XS0000000918 Corp,XS0000000918,Bond,Telecommunications,1.5 Lien,1.443,,,,,1606010.0,SYNTHETIC DEMO - not market data,DEMO91 US Equity
Bond_92,B,98.54,3.33,Issuer_C,2027-11-16,USD,9.12,0.09,2.16,GB,415300000.0,Y,Corporates,XS0000000926 Corp,XS0000000926,Convertible,Utilities,Jr Subordinated,1.394,DEMO92 US Equity,134.7791,7.419547986297578,90.3042521994135,415300000.0,SYNTHETIC DEMO - not market data,DEMO92 US Equity
Bond_93,NR,101.23,3.35,Issuer_D,2030-11-25,JPY,86.81,0.72,4.84,GB,208240000.0,Y,Corporates,XS0000000934 Corp,XS0000000934,Convertible,Banking,Secured,4.3,DEMO93 US Equity,77.5477,12.89528896408275,54.18874792569991,1457680.0,SYNTHETIC DEMO - not market data,DEMO93 US Equity
Bond_94,A,103.13,1.12,Issuer_A,2030-09-12,USD,76.26,0.57,4.04,US,324050000.0,Y,Corporates,XS0000000942 Corp,XS0000000942,Convertible,Consumer Discretionary Products,Sr Unsecured,3.624,DEMO94 US Equity,117.67,8.498342823149486,58.510155452172924,324050000.0,SYNTHETIC DEMO - not market data,DEMO94 US Equity
Bond_95,AAA,93.61,3.51,Issuer_C,2030-06-01,EUR,,,4.35,JP,81310000.0,N,Corporates,XS0000000959 Corp,XS0000000959,Bond,Consumer Discretionary Services,Unsecured,3.584,,,,,89441000.0,SYNTHETIC DEMO - not market data,DEMO95 US Equity
Bond_96,AA,104.92,1.08,Issuer_D,2032-06-06,GBP,31.16,0.32,4.71,US,447500000.0,Y,Corporates,XS0000000967 Corp,XS0000000967,Convertible,Consumer Staple Products,Asset Backed,4.704,DEMO96 US Equity,88.4686,11.303445516262268,79.99390057944497,581750000.0,SYNTHETIC DEMO - not market data,DEMO96 US Equity
Bond_97,A,105.09,0.25,Issuer_A,2029-08-22,JPY,48.57,0.44,1.37,US,205330000.0,Y,Corporates,XS0000000975 Corp,XS0000000975,Convertible,Financial Services,Sr Non Preferred,0.767,DEMO97 US Equity,118.3038,8.452813857204925,70.73433398398062,1437310.0,SYNTHETIC DEMO - not market data,DEMO97 US Equity
Bond_98,BB,103.56,2.97,Issuer_C,2025-04-13,USD,0.77,0.3,1.06,DE,393870000.0,Y,Corporates,XS0000000983 Corp,XS0000000983,Convertible,Health Care,Sr Preferred,0.895,DEMO98 US Equity,92.777,10.778533472735699,102.76868115510568,393870000.0,SYNTHETIC DEMO - not market data,DEMO98 US Equity
Bond_99,B,92.4,2.49,Issuer_D,2027-03-13,EUR,,,2.5,GB,82430000.0,N,Corporates,XS0000000991 Corp,XS0000000991,Bond,Industrial Products,Sr Subordinated,2.473,,,,,90673000.0,SYNTHETIC DEMO - not market data,DEMO99 US Equity
Bond_100,CCC,90.37,4.61,Issuer_C,2034-07-19,JPY,70.95,0.42,0.58,US,484790000.0,Y,Corporates,XS0000001007 Corp,XS0000001007,Convertible,Industrial Services,1st lien,0.444,DEMO100 US Equity,135.6949,7.369473723772964,52.863410353904655,3393530.0,SYNTHETIC DEMO - not market data,DEMO100 US Equity
Bond_101,D,106.64,4.6,Issuer_A,2031-02-08,JPY,58.89,0.52,1.98,GB,385610000.0,Y,Corporates,XS0000001015 Corp,XS0000001015,Convertible,Insurance,2nd lien,1.228,DEMO101 US Equity,88.2427,11.332382168723305,67.11561457612184,2699270.0,SYNTHETIC DEMO - not market data,DEMO101 US Equity
Bond_102,B,105.58,0.38,Issuer_A,2033-09-07,GBP,35.11,0.96,3.23,DE,156320000.0,Y,Corporates,XS0000001023 Corp,XS0000001023,Convertible,Materials,1.5 Lien,2.58,DEMO102 US Equity,82.9929,12.049223487792329,78.14373473466065,203216000.0,SYNTHETIC DEMO - not market data,DEMO102 US Equity
Bond_103,BB,93.95,3.01,Issuer_A,2027-11-16,JPY,75.44,0.76,2.24,GB,438910000.0,Y,Corporates,XS0000001031 Corp,XS0000001031,Convertible,Media,Jr Subordinated,2.114,DEMO103 US Equity,47.4288,21.084235738622944,53.551071591427274,3072370.0,SYNTHETIC DEMO - not market data,DEMO103 US Equity
Bond_104,A,98.8,2.34,Issuer_C,2029-10-02,GBP,,,2.54,GB,257779999.99999997,N,Corporates,XS0000001049 Corp,XS0000001049,Bond,National,Secured,1.933,,,,,335114000.0,SYNTHETIC DEMO - not market data,DEMO104 US Equity
Bond_105,AAA,97.37,1.44,Issuer_A,2034-10-17,JPY,46.27,0.55,3.96,US,252380000.0,Y,Corporates,XS0000001056 Corp,XS0000001056,Convertible,Oil & Gas,Sr Unsecured,3.845,DEMO105 US Equity,154.6266,6.467192578767172,66.56867436931701,1766660.0,SYNTHETIC DEMO - not market data,DEMO105 US Equity
Bond_106,B,102.1,2.51,Issuer_A,2032-02-26,GBP,98.24,0.08,3.23,US,161480000.0,Y,Corporates,XS0000001064 Corp,XS0000001064,Convertible,Real Estate,Unsecured,2.833,DEMO106 US Equity,192.4711,5.195585207337621,51.50322841000807,209924000.0,SYNTHETIC DEMO - not market data,DEMO106 US Equity
Bond_107,D,100.48,3.05,Issuer_C,2030-05-13,JPY,,,3.87,US,405150000.0,N,Corporates,XS0000001072 Corp,XS0000001072,Bond,Regional & Local,Asset Backed,3.02,,,,,2836050.0,SYNTHETIC DEMO - not market data,DEMO107 US Equity
Bond_108,AA,96.59,2.79,Issuer_D,2029-05-24,EUR,,,1.67,DE,462540000.0,N,Corporates,XS0000001080 Corp,XS0000001080,Bond,Renewable Energy,Sr Non Preferred,1.07,,,,,508794000.00000006,SYNTHETIC DEMO - not market data,DEMO108 US Equity
Bond_109,CCC,92.58,3.54,Issuer_A,2029-09-13,GBP,,,4.07,US,340710000.0,N,Corporates,XS0000001098 Corp,XS0000001098,Bond,Retail & Wholesale - Staples,Sr Preferred,3.949,,,,,442923000.0,SYNTHETIC DEMO - not market data,DEMO109 US Equity
Bond_110,NR,97.24,1.81,Issuer_B,2028-06-25,JPY,,,0.96,DE,119730000.0,N,Corporates,XS0000001106 Corp,XS0000001106,Bond,Retail & Whsle - Discretionary,Sr Subordinated,-0.024,,,,,838110.0,SYNTHETIC DEMO - not market data,DEMO110 US Equity
Bond_111,AA,100.15,2.7,Issuer_A,2035-06-25,EUR,,,2.99,DE,123010000.0,N,Governments,XS0000001114 Corp,XS0000001114,Bond,Software & Tech Services,1st lien,2.207,,,,,135311000.0,SYNTHETIC DEMO - not market data,DEMO111 US Equity
Bond_112,D,90.87,1.82,Issuer_B,2032-10-10,JPY,23.4,0.24,4.83,JP,456790000.0,Y,Corporates,XS0000001122 Corp,XS0000001122,Convertible,Supranationals,2nd lien,4.402,DEMO112 US Equity,82.4967,12.121696989091685,73.63857374392221,3197530.0,SYNTHETIC DEMO - not market data,DEMO112 US Equity
Bond_113,B,103.57,2.85,Issuer_D,2032-05-25,JPY,50.29,0.42,0.81,DE,410570000.0,Y,Corporates,XS0000001130 Corp,XS0000001130,Convertible,Tech Hardware & Semiconductors,1.5 Lien,0.174,DEMO113 US Equity,192.9418,5.182910079619865,68.91343402754674,2873990.0,SYNTHETIC DEMO - not market data,DEMO113 US Equity
Bond_114,BB,91.04,2.4,Issuer_C,2033-02-23,USD,28.51,0.76,1.36,DE,423970000.0,Y,Corporates,XS0000001148 Corp,XS0000001148,Convertible,Telecommunications,Jr Subordinated,0.822,DEMO114 US Equity,165.4759,6.043176075791097,70.84273597385419,423970000.0,SYNTHETIC DEMO - not market data,DEMO114 US Equity
Bond_115,BBB,106.33,4.42,Issuer_A,2031-01-13,GBP,23.58,0.99,1.87,US,193410000.0,Y,Corporates,XS0000001155 Corp,XS0000001155,Convertible,Utilities,Secured,0.988,DEMO115 US Equity,35.5993,28.090439980561417,86.04143065220909,251433000.0,SYNTHETIC DEMO - not market data,DEMO115 US Equity
Bond_116,B,105.83,0.69,Issuer_C,2032-12-27,EUR,75.88,0.47,3.08,US,58550000.0,Y,Corporates,XS0000001163 Corp,XS0000001163,Convertible,Banking,Sr Unsecured,2.868,DEMO116 US Equity,52.7312,18.964104742543313,60.17170798271549,64405000.00000001,SYNTHETIC DEMO - not market data,DEMO116 US Equity
Bond_117,A,100.98,3.64,Issuer_D,2026-05-08,GBP,12.18,0.24,3.19,JP,78260000.0,Y,Corporates,XS0000001171 Corp,XS0000001171,Convertible,Consumer Discretionary Products,Unsecured,3.104,DEMO117 US Equity,190.6513,5.245177976756518,90.01604564093422,101738000.0,SYNTHETIC DEMO - not market data,DEMO117 US Equity
Bond_118,NR,90.33,2.58,Issuer_B,2027-05-14,USD,,,3.07,DE,306800000.0,N,Corporates,XS0000001189 Corp,XS0000001189,Bond,Consumer Discretionary Services,Asset Backed,2.277,,,,,306800000.0,SYNTHETIC DEMO - not market data,DEMO118 US Equity
Bond_119,AA,100.47,1.8,Issuer_A,2031-08-02,JPY,98.1,0.25,0.08,US,205160000.0,Y,Corporates,XS0000001197 Corp,XS0000001197,Convertible,Consumer Staple Products,Sr Non Preferred,-0.142,DEMO119 US Equity,36.7496,27.211180529856108,50.71680969207471,1436120.0,SYNTHETIC DEMO - not market data,DEMO119 US Equity
Bond_120,B,92.67,1.76,Issuer_C,2035-03-27,JPY,98.08,0.48,0.91,DE,78400000.0,Y,Corporates,XS0000001205 Corp,XS0000001205,Convertible,Financial Services,Sr Preferred,0.579,DEMO120 US Equity,154.2684,6.482208929372444,46.78412762520194,548800.0,SYNTHETIC DEMO - not market data,DEMO120 US Equity
Bond_121,AAA,95.87,0.22,Issuer_B,2025-06-10,JPY,,,4.95,JP,163990000.0,N,Governments,XS0000001213 Corp,XS0000001213,Bond,Health Care,Sr Subordinated,4.414,,,,,1147930.0,SYNTHETIC DEMO - not market data,DEMO121 US Equity
Bond_122,BB,97.14,3.9,Issuer_C,2029-02-26,GBP,43.7,0.4,2.2,JP,202570000.0,Y,Corporates,XS0000001221 Corp,XS0000001221,Convertible,Industrial Products,1st lien,2.015,DEMO122 US Equity,157.1941,6.361561916127895,67.59916492693111,263341000.0,SYNTHETIC DEMO - not market data,DEMO122 US Equity
Bond_123,D,103.84,1.84,Issuer_C,2026-12-14,USD,43.06,1.0,0.9,GB,194550000.0,Y,Corporates,XS0000001239 Corp,XS0000001239,Convertible,Industrial Services,2nd lien,0.706,DEMO123 US Equity,38.0947,26.250370786487355,72.58492940025164,194550000.0,SYNTHETIC DEMO - not market data,DEMO123 US Equity
Bond_124,B,103.22,1.53,Issuer_D,2027-12-15,GBP,44.71,0.73,4.56,JP,173550000.0,Y,Corporates,XS0000001247 Corp,XS0000001247,Convertible,Insurance,1.5 Lien,3.863,DEMO124 US Equity,119.6046,8.36088244097635,71.32886462580333,225615000.0,SYNTHETIC DEMO - not market data,DEMO124 US Equity
Bond_125,AA,103.42,2.03,Issuer_B,2025-03-28,JPY,3.48,0.07,3.89,GB,212970000.0,Y,Corporates,XS0000001254 Corp,XS0000001254,Convertible,Materials,Jr Subordinated,3.706,DEMO125 US Equity,99.2844,10.072075774240464,99.94201778121376,1490790.0,SYNTHETIC DEMO - not market data,DEMO125 US Equity
Bond_126,A,103.58,4.74,Issuer_C,2032-02-19,EUR,52.95,0.4,3.25,DE,482230000.0,Y,Corporates,XS0000001262 Corp,XS0000001262,Convertible,Media,Secured,3.196,DEMO126 US Equity,133.3002,7.501864213256995,67.72147760706113,530453000.00000006,SYNTHETIC DEMO - not market data,DEMO126 US Equity
Bond_127,A,99.98,1.93,Issuer_A,2029-05-23,JPY,21.46,0.61,3.47,JP,140080000.0,Y,Corporates,XS0000001270 Corp,XS0000001270,Convertible,National,Sr Unsecured,2.679,DEMO127 US Equity,129.1372,7.743702047125073,82.31516548657996,980560.0,SYNTHETIC DEMO - not market data,DEMO127 US Equity
Bond_128,AA,99.04,4.49,Issuer_D,2026-11-28,GBP,66.78,0.71,2.75,GB,451100000.0,Y,Corporates,XS0000001288 Corp,XS0000001288,Convertible,Oil & Gas,Unsecured,2.129,DEMO128 US Equity,74.9684,13.338953479065847,59.38361913898549,586430000.0,SYNTHETIC DEMO - not market data,DEMO128 US Equity
Bond_129,A,105.87,2.54,Issuer_A,2028-03-08,JPY,2.63,0.55,1.84,DE,325380000.0,Y,Corporates,XS0000001296 Corp,XS0000001296,Convertible,Real Estate,Asset Backed,1.666,DEMO129 US Equity,48.2703,20.716672570918348,103.15697164571763,2277660.0,SYNTHETIC DEMO - not market data,DEMO129 US Equity
Bond_130,AA,96.19,5.0,Issuer_D,2033-07-25,JPY,82.33,0.07,4.86,US,252490000.0,Y,Corporates,XS0000001304 Corp,XS0000001304,Convertible,Regional & Local,Sr Non Preferred,4.157,DEMO130 US Equity,147.252,6.791079238312552,52.75599188284977,1767430.0,SYNTHETIC DEMO - not market data,DEMO130 US Equity
Bond_131,A,107.56,3.9,Issuer_B,2027-07-17,USD,,,4.16,DE,186860000.0,N,Governments,XS0000001312 Corp,XS0000001312,Bond,Renewable Energy,Sr Preferred,3.226,,,,,186860000.0,SYNTHETIC DEMO - not market data,DEMO131 US Equity
Bond_132,B,108.69,1.13,Issuer_C,2026-05-07,GBP,12.52,0.3,2.67,DE,316310000.0,Y,Corporates,XS0000001320 Corp,XS0000001320,Convertible,Retail & Wholesale - Staples,Sr Subordinated,2.125,DEMO132 US Equity,96.525,10.36001036001036,96.59616068254533,411203000.0,SYNTHETIC DEMO - not market data,DEMO132 US Equity
Bond_133,A,103.17,3.6,Issuer_C,2034-01-27,USD,8.12,0.95,3.86,GB,343010000.0,Y,Corporates,XS0000001338 Corp,XS0000001338,Convertible,Retail & Whsle - Discretionary,1st lien,3.291,DEMO133 US Equity,154.8124,6.459430898300137,95.42175360710323,343010000.0,SYNTHETIC DEMO - not market data,DEMO133 US Equity
Bond_134,AAA,99.96,3.14,Issuer_C,2035-05-16,EUR,,,4.02,JP,183850000.0,N,Corporates,XS0000001346 Corp,XS0000001346,Bond,Software & Tech Services,2nd lien,3.526,,,,,202235000.00000003,SYNTHETIC DEMO - not market data,DEMO134 US Equity
Bond_135,AAA,93.16,2.08,Issuer_D,2028-06-20,EUR,31.26,0.72,3.67,GB,488920000.0,Y,Corporates,XS0000001353 Corp,XS0000001353,Convertible,Supranationals,1.5 Lien,3.63,DEMO135 US Equity,34.4795,29.002740759001725,70.97364010361115,537812000.0,SYNTHETIC DEMO - not market data,DEMO135 US Equity
Bond_136,B,100.3,0.53,Issuer_B,2032-02-09,JPY,24.79,0.1,1.45,JP,438870000.0,Y,Corporates,XS0000001361 Corp,XS0000001361,Convertible,Tech Hardware & Semiconductors,Jr Subordinated,0.499,DEMO136 US Equity,123.5358,8.094819477430834,80.37503005048481,3072090.0,SYNTHETIC DEMO - not market data,DEMO136 US Equity
Bond_137,BBB,109.25,4.51,Issuer_C,2034-12-11,EUR,,,3.82,JP,498190000.0,N,Corporates,XS0000001379 Corp,XS0000001379,Bond,Telecommunications,Secured,3.168,,,,,548009000.0,SYNTHETIC DEMO - not market data,DEMO137 US Equity
Bond_138,D,107.58,2.49,Issuer_A,2031-09-15,EUR,,,1.08,GB,71900000.0,N,Corporates,XS0000001387 Corp,XS0000001387,Bond,Utilities,Sr Unsecured,0.164,,,,,79090000.0,SYNTHETIC DEMO - not market data,DEMO138 US Equity
Bond_139,D,101.95,4.21,Issuer_D,2029-09-01,USD,,,2.15,GB,377380000.0,N,Corporates,XS0000001395 Corp,XS0000001395,Bond,Banking,Unsecured,1.969,,,,,377380000.0,SYNTHETIC DEMO - not market data,DEMO139 US Equity
Bond_140,B,90.9,0.26,Issuer_B,2030-09-10,USD,,,1.93,JP,393980000.0,N,Corporates,XS0000001403 Corp,XS0000001403,Bond,Consumer Discretionary Products,Asset Backed,1.345,,,,,393980000.0,SYNTHETIC DEMO - not market data,DEMO140 US Equity
Bond_141,AA,92.57,0.48,Issuer_C,2030-09-12,EUR,,,1.0,JP,275040000.0,N,Governments,XS0000001411 Corp,XS0000001411,Bond,Consumer Discretionary Services,Sr Non Preferred,0.365,,,,,302544000.0,SYNTHETIC DEMO - not market data,DEMO141 US Equity
Bond_142,AAA,92.74,1.67,Issuer_D,2033-08-05,EUR,32.8,0.61,0.81,GB,317180000.0,Y,Corporates,XS0000001429 Corp,XS0000001429,Convertible,Consumer Staple Products,Sr Preferred,0.719,DEMO142 US Equity,108.5106,9.215689527106107,69.8343373493976,348898000.0,SYNTHETIC DEMO - not market data,DEMO142 US Equity
Bond_143,BB,99.5,0.08,Issuer_C,2035-02-14,GBP,,,3.98,US,318610000.0,N,Corporates,XS0000001437 Corp,XS0000001437,Bond,Financial Services,Sr Subordinated,3.692,,,,,414193000.0,SYNTHETIC DEMO - not market data,DEMO143 US Equity
Bond_144,BBB,104.43,2.92,Issuer_B,2033-11-24,JPY,,,0.74,DE,64209999.99999999,N,Corporates,XS0000001445 Corp,XS0000001445,Bond,Health Care,1st lien,-0.205,,,,,449469.99999999994,SYNTHETIC DEMO - not market data,DEMO144 US Equity
Bond_145,BBB,90.38,1.57,Issuer_B,2031-12-07,JPY,50.18,0.61,2.36,US,367600000.0,Y,Corporates,XS0000001452 Corp,XS0000001452,Convertible,Industrial Products,2nd lien,1.81,DEMO145 US Equity,166.4419,6.0081025270680035,60.18111599414036,2573200.0,SYNTHETIC DEMO - not market data,DEMO145 US Equity
Bond_146,NR,96.5,3.31,Issuer_D,2030-03-15,GBP,54.63,0.68,4.34,GB,324530000.0,Y,Corporates,XS0000001460 Corp,XS0000001460,Convertible,Industrial Services,1.5 Lien,3.682,DEMO146 US Equity,197.8615,5.054040326187763,62.407036150811614,421889000.0,SYNTHETIC DEMO - not market data,DEMO146 US Equity
Bond_147,BBB,95.58,1.49,Issuer_C,2029-12-07,JPY,31.7,0.35,4.67,GB,179510000.0,Y,Corporates,XS0000001478 Corp,XS0000001478,Convertible,Insurance,Jr Subordinated,4.466,DEMO147 US Equity,156.7983,6.377620165524753,72.57403189066059,1256570.0,SYNTHETIC DEMO - not market data,DEMO147 US Equity
Bond_148,CCC,106.37,4.77,Issuer_B,2029-01-10,USD,,,1.73,JP,345190000.0,N,Corporates,XS0000001486 Corp,XS0000001486,Bond,Materials,Secured,1.121,,,,,345190000.0,SYNTHETIC DEMO - not market data,DEMO148 US Equity
Bond_149,BBB,94.04,2.69,Issuer_C,2027-02-20,EUR,,,1.21,DE,337080000.0,N,Corporates,XS0000001494 Corp,XS0000001494,Bond,Media,Sr Unsecured,0.971,,,,,370788000.00000006,SYNTHETIC DEMO - not market data,DEMO149 US Equity
Bond_150,AA,98.27,3.59,Issuer_A,2035-03-01,EUR,40.69,0.94,4.39,JP,342740000.0,Y,Corporates,XS0000001502 Corp,XS0000001502,Convertible,National,Unsecured,3.839,DEMO150 US Equity,48.5081,20.61511376450531,69.84860331224678,377014000.00000006,SYNTHETIC DEMO - not market data,DEMO150 US Equity
Bond_151,B,95.71,0.3,Issuer_A,2035-10-08,USD,,,4.57,DE,238050000.0,N,Governments,XS0000001510 Corp,XS0000001510,Bond,Oil & Gas,Asset Backed,3.738,,,,,238050000.0,SYNTHETIC DEMO - not market data,DEMO151 US Equity
Bond_152,AAA,109.94,1.98,Issuer_D,2027-12-28,GBP,87.67,0.01,2.84,US,467800000.0,Y,Corporates,XS0000001528 Corp,XS0000001528,Convertible,Real Estate,Sr Non Preferred,2.123,DEMO152 US Equity,109.7076,9.115138787103172,58.58155272552885,608140000.0,SYNTHETIC DEMO - not market data,DEMO152 US Equity
Bond_153,BB,99.09,3.21,Issuer_D,2027-09-15,GBP,,,0.96,US,198810000.0,N,Corporates,XS0000001536 Corp,XS0000001536,Bond,Regional & Local,Sr Preferred,0.576,,,,,258453000.0,SYNTHETIC DEMO - not market data,DEMO153 US Equity
Bond_154,BB,104.37,0.07,Issuer_C,2029-10-22,EUR,,,0.88,JP,422150000.0,N,Corporates,XS0000001544 Corp,XS0000001544,Bond,Renewable Energy,Sr Subordinated,-0.042,,,,,464365000.00000006,SYNTHETIC DEMO - not market data,DEMO154 US Equity
Bond_155,AA,98.02,0.48,Issuer_B,2032-06-08,USD,,,1.3,DE,251030000.0,N,Corporates,XS0000001551 Corp,XS0000001551,Bond,Retail & Wholesale - Staples,1st lien,0.792,,,,,251030000.0,SYNTHETIC DEMO - not market data,DEMO155 US Equity
Bond_156,B,96.04,3.61,Issuer_A,2029-11-12,EUR,,,0.31,US,259430000.0,N,Governments,XS0000001569 Corp,XS0000001569,Bond,Retail & Whsle - Discretionary,2nd lien,-0.569,,,,,285373000.0,SYNTHETIC DEMO - not market data,DEMO156 US Equity
Bond_157,CCC,103.72,4.62,Issuer_C,2026-11-10,GBP,61.46,0.22,0.67,DE,254740000.0,Y,Corporates,XS0000001577 Corp,XS0000001577,Convertible,Software & Tech Services,1.5 Lien,0.394,DEMO157 US Equity,175.5248,5.697200623501637,64.23882076055989,331162000.0,SYNTHETIC DEMO - not market data,DEMO157 US Equity
Bond_158,CCC,104.04,4.56,Issuer_B,2028-11-25,USD,,,2.63,GB,85150000.0,N,Corporates,XS0000001585 Corp,XS0000001585,Bond,Supranationals,Jr Subordinated,2.331,,,,,85150000.0,SYNTHETIC DEMO - not market data,DEMO158 US Equity
Bond_159,AAA,106.58,4.51,Issuer_B,2034-09-05,EUR,32.81,0.52,0.58,DE,372610000.0,Y,Corporates,XS0000001593 Corp,XS0000001593,Convertible,Tech Hardware & Semiconductors,Secured,-0.419,DEMO159 US Equity,125.6488,7.958691209148038,80.24998117611625,409871000.00000006,SYNTHETIC DEMO - not market data,DEMO159 US Equity
Bond_160,AA,107.98,2.23,Issuer_A,2032-03-17,JPY,,,2.28,US,301460000.0,N,Corporates,XS0000001601 Corp,XS0000001601,Bond,Telecommunications,Sr Unsecured,1.825,,,,,2110220.0,SYNTHETIC DEMO - not market data,DEMO160 US Equity
Bond_161,AAA,97.92,4.08,Issuer_B,2034-02-02,JPY,,,1.72,US,293520000.0,N,Governments,XS0000001619 Corp,XS0000001619,Bond,Utilities,Unsecured,1.398,,,,,2054640.0,SYNTHETIC DEMO - not market data,DEMO161 US Equity
Bond_162,AA,109.72,2.36,Issuer_C,2031-03-25,EUR,76.58,0.98,3.23,JP,218510000.0,Y,Corporates,XS0000001627 Corp,XS0000001627,Convertible,Banking,Asset Backed,2.533,DEMO162 US Equity,53.9574,18.533139106035502,62.136142258466414,240361000.00000003,SYNTHETIC DEMO - not market data,DEMO162 US Equity
Bond_163,D,107.39,4.53,Issuer_D,2026-11-22,EUR,,,3.27,GB,103380000.0,N,Corporates,XS0000001635 Corp,XS0000001635,Bond,Consumer Discretionary Products,Sr Non Preferred,2.459,,,,,113718000.00000001,SYNTHETIC DEMO - not market data,DEMO163 US Equity
Bond_164,NR,92.55,4.89,Issuer_A,2025-05-15,JPY,,,2.66,DE,161380000.0,N,Corporates,XS0000001643 Corp,XS0000001643,Bond,Consumer Discretionary Services,Sr Preferred,2.274,,,,,1129660.0,SYNTHETIC DEMO - not market data,DEMO164 US Equity
Bond_165,A,95.51,4.69,Issuer_A,2025-11-14,USD,,,1.2,US,95400000.0,N,Corporates,XS0000001650 Corp,XS0000001650,Bond,Consumer Staple Products,Sr Subordinated,0.536,,,,,95400000.0,SYNTHETIC DEMO - not market data,DEMO165 US Equity
Bond_166,D,101.96,3.52,Issuer_A,2028-12-02,JPY,43.9,0.54,3.77,US,113060000.0,Y,Corporates,XS0000001668 Corp,XS0000001668,Convertible,Financial Services,1st lien,2.789,DEMO166 US Equity,167.7346,5.96179917560241,70.85476025017373,791420.0,SYNTHETIC DEMO - not market data,DEMO166 US Equity
Bond_167,BBB,106.32,3.66,Issuer_C,2034-10-25,GBP,,,1.18,DE,493560000.0,N,Corporates,XS0000001676 Corp,XS0000001676,Bond,Health Care,2nd lien,0.74,,,,,641628000.0,SYNTHETIC DEMO - not market data,DEMO167 US Equity
Bond_168,CCC,96.01,0.3,Issuer_B,2035-11-14,JPY,4.69,0.34,3.22,JP,403610000.0,Y,Corporates,XS0000001684 Corp,XS0000001684,Convertible,Industrial Products,1.5 Lien,2.763,DEMO168 US Equity,114.6712,8.720585465225794,91.70885471391729,2825270.0,SYNTHETIC DEMO - not market data,DEMO168 US Equity
Bond_169,CCC,98.17,1.5,Issuer_B,2033-08-08,EUR,,,1.5,DE,412600000.0,N,Corporates,XS0000001692 Corp,XS0000001692,Bond,Industrial Services,Jr Subordinated,1.161,,,,,453860000.00000006,SYNTHETIC DEMO - not market data,DEMO169 US Equity
Bond_170,NR,98.25,2.08,Issuer_B,2031-04-09,EUR,33.03,0.08,2.25,GB,91610000.0,Y,Corporates,XS0000001700 Corp,XS0000001700,Convertible,Insurance,Secured,1.6,DEMO170 US Equity,144.6868,6.911480522065593,73.85552131098248,100771000.00000001,SYNTHETIC DEMO - not market data,DEMO170 US Equity
